,text,emotion_label,stress_label
1127,"ini segala keresahan gua udah mau ilang nihh, pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut, ku kira kau rumah . kan anjing jadi ketriger lagi gua mulihin supaya mood gua muncul lagi tuh agak lama bgst",angry,0.98
1128,"gue pernah datang lebih awal, sebelum waktu nya malah terus malah dibilang kek gini (kurang lebih) saking jombolnya jadi punya banyak waktu luang ya? gue ga tau mesti seneng atau sedih -_- jengkel ahhh",angry,0.95
1129,"telat lu ngasih tau faktanya min,kalo sblm pertandingan kasih tau fakta nya kan gw gk se kecewa ini",angry,0.95
1130,trs barusan dia reach out aku trs minta tolong buat bantu project dia yaallaah aaaa jujur agak takut pressure tp ok gapapa,anxious,0.73
1131,"sumpah ini receh bgt dan not bts related. cm jujur w magang padet bgt dikasih project mayan banyak. trs kemaren ada senior gd presentasi gt dan keeren2 bgt nangis parah. trs aku pengen chat blio pengen tanya2. minta nomornya ke hrd, dapet, tp mau chat gajadi soalnya takut",anxious,0.8
1132,ragu utk bisa beli barang tu karn harganya bisa buat cicilan bulanan,anxious,0.89
1133,bisa gak sih langsung tanggal 11 aja gausah ada tanggal 10 gua takut banget mana 2 hari lagi,anxious,0.8
1134,iya kaan yg lain suka pada coba pd gpp tp tetep takut wkwk,anxious,0.87
1135,eh sumpah gw takut bangett. serem bangett itu orang,anxious,0.83
1136,"namnjim lag like like nya ngeri bgt, anak buah imam jumbo emg sama aja semuanya",anxious,0.71
1137,ogeb bat dah pake sok sok an kaget,anxious,0.7
1138,"plis nilai akm keluarnya lama banget, takut",anxious,0.7
1139,"mau ikut esd aja telat, trus takut flop",anxious,0.8
1140,emm hampir setiap waktu gitu sampe panik?,anxious,0.71
1141,jadi malu saya,anxious,0.86
1142,sinb kamu tiati mukanya yak takut krna evil edit,anxious,0.85
1143,buset ngeri bgt,anxious,0.77
1144,"nah kan, sudah pasti ada alasan kuat, mengapa direksi sebelumya mengundurkan diri. belum apa apa udah jadi bumper. ngeri ngeri sedap.",anxious,0.7
1145,pas bangun langsung kaget..,anxious,0.71
1146,men's team grup b ngeri kali,anxious,0.83
1147,but again aku ga registrasi beneran cuma stop di situ aja soalnya takut kualat kan udh dibilangin yg gap registrasinya tgl 14 hehe dah gitu aja,anxious,0.87
1148,"anak cewe sendirii, takut kenapa napaa kali. sy pun tak tahu",anxious,0.78
1149,udah nyoba dari pagi-siang-sore-malem sampe jam 1/2/3/4 subuh juga kagak bisa trs aku panik dong,anxious,0.86
1150,"ntu ada kecoak, jijel takut",anxious,0.77
1151,thanks udh speak up bang. gua ngeri akun lu tiba2 kena petrus :(,anxious,0.83
1152,"halo kak paket saya masih belum ada update dari tanggal 29 januari sampai sekarang dan belum sampai juga, bagaimana ya kak? saya khawatir jika paket saya hilang soalnya saya banyak lihat kasus paket hilang di twitter, mohon bantu follow up ya kak,saya sudah 12 hari menunggu paket",anxious,0.77
1153,betuul sm takut balesannya,anxious,0.77
1154,tadi pagi kelock yank.. dahlah meskipun udah unlock tetep takut banget jadinya move sekarang aja,anxious,0.88
1155,ngeri yaampun,anxious,0.73
1156,weh takut limit,anxious,0.81
1157,"hari ini gk dl,ngeri",anxious,0.85
1158,"klarifikasi di ig nya mz katanya ke resto sblm tau kl positif, itu lg nunggu hasil. pdhl kan bisa nunggu di mobil trs kl mau makan ya tinggal drive thru, gue nunggu hasil pcr aja ga kemana2, ngeri kl hasilnya positif bakal nularin, lah dia malah santai aja anjir",anxious,0.76
1159,"namun, untukku itu hal tabu dan ga baik untuk di lakukan, apalagi dada itu aurat nya cewek, hal sensitif nya cewek, meskipun masih kecil itu ga bisa di lakukan. kalo dilakukan terus menerus lama2 jadi biasa bagi yang melakukan, dan bakal di bawa sampek dewasa sumpah itu ngeri.",anxious,0.74
1160,"iya, aku biasanya di tengah-tengah krn takut ada kendala gitu. eh kena hnr",anxious,0.89
1161,"menyendiri dulu dehh,, mabok dulu biar ga panik",anxious,0.78
1162,"kucing kota, panik dia dikejer",anxious,0.74
1163,takut la case naik ni erm,anxious,0.8
1164,kenapa nak hasut orang tak vaksin? pastu bangga sangat bila orang vaksin takut nak cerita side effect kat dia.,anxious,0.74
1165,takut ya.,anxious,0.73
1166,ngeri mba:(,anxious,0.85
1167,kok suaranya aneh dan bikin merinding ya,anxious,0.74
1168,"berkali kali ada debt colector ke rumah, nanya nama yg aku sendiri ga kenal huhu, takut",anxious,0.88
1169,kyk kalo emg ga ada bs ga sih jgn accept orderan akuu. kan jdnya ngasih harapan palsu. aku gamau kacang ijoo maunya tausaa,anxious,0.78
1170,lagi stuck nih.. gatau sampe kapan nih ceritaku. takut ngga bisa ngelanjutin ada yang pernah diposisi ini ngga guys? dan apa yg kalian lakuin biar survive lagi?,anxious,0.83
1171,cuman kaget tok,anxious,0.74
1172,"andin aja bawa kesini,hazel masih bayi takut flu",anxious,0.83
1173,takut banget loh,anxious,0.73
1174,nyontek pas ujian seni musik. ya allah percayalah di sekolah gue semua anak lebih takut remidi musik ketimbang pelajaran eksakta lainnya soalnya susah dan males bgt gurunya paling killer seantero sekolah-,anxious,0.79
1175,anjg kaget gue..,anxious,0.72
1176,"dua hari yang lalu gue dibeliin kopi, nah gue kan gaberani minum soalnya masih pagi takut asam lambung gue kambuh soalnya mau ada kegiatan kan. terus baru sempet minum kopinya barusan dan anjirr perasaan gue ga enak soalnya udah ngerasa agak dredeg dikit",anxious,0.9
1177,proyek dibalik kepanikan..atau panik dibalik keproyekan,anxious,0.89
1178,ngeri editannya,anxious,0.85
1179,jangan panik jangan panik,anxious,0.87
1180,serius? takut salah info,anxious,0.85
1181,iya kann aku aja sampai kaget katanya mereka juga udh pada tau klo mirip,anxious,0.77
1182,siap huaa takut loh aku,anxious,0.79
1183,"aah i baru baca data. dah terbiasa tengok kes tinggi je, jadi takut",anxious,0.73
1184,"dikepung, dikejar2, ditangkapi, ditakut-takut i.",anxious,0.75
1185,takut..,anxious,0.83
1186,kenapa pas gue kirim pas banget dibaca dari bawah anjengg malu bgt untung ga dikasih liat nama pengirim nya siapa,anxious,0.88
1187,pengen blink selca day tp malu.,anxious,0.8
1188,"bener kaya, mau tinggal sama salah satu orang tua pasti sering makan hati. tapi kalo tinggal sendiri takut gabisa ngurus rumah apalagi diri sendiri. so one thing we have to do is survive",anxious,0.71
1189,"mau balik kampus nemuin kajur badan malah lemes gaenak badan jadi takut mau ke kampus lagi, moga aja ga kenapa"" aku",anxious,0.87
1190,kaget akun gua ke log out sndri,anxious,0.88
1191,ngeri amat wkwk,anxious,0.88
1192,ihh kaget tiba2 ada comback lagii ihh ya ampun sampe hiatus,anxious,0.86
1193,weh baru balik ngerjain tugas kaget banget kok rame??,anxious,0.78
1194,baim wong kaget menemukan banyak ular di rumahnya,anxious,0.82
1195,klo gugup tuh rasa nya kya udh mau mati gra2 ga bisa nafas,anxious,0.89
1196,md nya juga tolong jangan lupa dibacain takut meriang membutuh kan kasih sayang,anxious,0.8
1197,emang ya kalo udah ragu mending gak usah sekalian,anxious,0.86
1198,ngeri ni..,anxious,0.9
1199,"jpn, sgp takut gilaa",anxious,0.88
1200,w jd takut pke jnt,anxious,0.8
1201,ngeri,anxious,0.83
1202,"dan si mbak nya auto malu pake minta maaf, padahal netizen indo ketawa2 doang karna mbak nya lucu dikira quote estetik",anxious,0.85
1203,takut banget ada star syndrome,anxious,0.87
1204,"ga bolehh, soalnya udah makan mie kemarin' takut lambung aku kambuh lagi kalo keseringan wkwk",anxious,0.9
1205,takut gabisa beli sedikit gituu,anxious,0.71
1206,takut tambah dewasa,anxious,0.72
1207,malu dan males,anxious,0.81
1208,aku malu sst yang udah liat congrats kalian pernah memandang wajah istri kak andrew,anxious,0.8
1209,"mo bilang kicep, takut..gitu aja kok malu saadd kasad..",anxious,0.81
1210,"katanya sekolahku gak bakal online, tapi at least semuanya di swab dong, ngeri.",anxious,0.73
1211,"ga ada waktu, apa takut ada mata2 ww",anxious,0.78
1212,oo pahamm agak kaget y bund..,anxious,0.73
1213,takut bgt jujur kalo yangti udh turun tangan,anxious,0.77
1214,jangan lupa minum ya abis makan. takut keselek,anxious,0.78
1215,takut banged loch(abaikan muka),anxious,0.81
1216,gamau tegang belum disuruh ayank gak usah di zoom ! gaboleh ayank,anxious,0.74
1217,"gue ga tweet begituan di sini, malu dan pasti dikecam. skrg kan serem, apa apa dispill. tweet kayak pgn have sex sama anime langsung pqrt atau diss lalu dijadiin bahan teh",anxious,0.73
1218,gua ngeri ke lock,anxious,0.87
1219,hamdallah panik bgt hari ini banyak lagi yaa,anxious,0.72
1220,ngeri tp berusaha menenangkan diri,anxious,0.87
1221,"banyak yang bertanya, memangnya apa yang perlu saya cemaskan? semuanya terlihat sempurna dan saya memiliki segalanya. tanpa mereka tahu, bahkan saya cemas untuk sekedar tetap hidup lima menit setalah ini.",anxious,0.74
1222,sengaja dibiarkan soalnya takut melanggar ham,anxious,0.8
1223,jdndhdjh jujur yaa ak suka covernya tp takut bgt bacanya makanya ga beli,anxious,0.8
1224,"punya pasangan kene diajak gaduh dulu baru rajin sangat, kaget lihat semua udah dibuat kemas aja sama dia hihi",anxious,0.76
1225,"deg deg an, gabisa mikir, kalo udh gugup tingkat tinggi biasanya tremor",anxious,0.8
1226,"nggih mas, aku bingung aja, takut salah beli obat",anxious,0.89
1227,"hujan tak kunjung reda, setiap hari hujan mulai menemani nih,.. jadi males keluar rumah,,untungnya wifi rumah pakai indihome jadi g takut internet lemot",anxious,0.73
1228,takut,anxious,0.77
1229,gabakalan ada habisnya ga sih.. takut ricuh jd keknya gak ada nder,anxious,0.89
1230,"makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya",anxious,0.88
1231,"malu tp gw gak diapain2 mer wkwk udah dibalikin gitu aja, dia tes detak jantung doang kali ya. gw beneran deg2an soalnya tapi ya tetep gak ada yg berubah, cuma emang tau sih kalo dipretelin, tettep takut",anxious,0.75
1232,dari kemaren aku demam + tenggorokan nya sakit.. ya allah takut,anxious,0.84
1233,"siapa yg salah disni bang , ngeri aq liatnya bah",anxious,0.77
1234,"berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama, nunggu sampe ina lbh lama lg tp takut jg sih klo ga dapet lg krn pasti war lg wkwk :"")",anxious,0.75
1235,"pas sange, pingin ngelakuin itu sama seseorang tapi takut..",anxious,0.8
1236,"kek apa ya, gue kalo beli paketan kalo mau keluar jauh/keluar kota aja sksk gue jarang keluar jadi takut sia2:"")",anxious,0.85
1237,"mau ikut komen, takut tambah dewasa",anxious,0.77
1238,layout mu keramat aku jadi takut ajakin barengan,anxious,0.89
1239,sebenernya takut ajg make ava muka sendiri,anxious,0.85
1240,"lawan bocil aja takut, apalagi melawan restu orang tua",anxious,0.73
1241,panik banget tadi twitter gua ga bisa di buka,anxious,0.71
1242,aduhh butuh roll film yg ready stock fdi sini:( takut gak sampe ntar sebelum hari sabtu huee,anxious,0.77
1243,"mon maap tapi sy ngerekam nya ga niat malu bah, jelek bgt wajah sy :'",anxious,0.73
1244,"sebelum situng diralat. sedih, tegang..",anxious,0.82
1245,mbok 15mbps ngeri ngono,anxious,0.89
1246,"hufftt bismillah, bismillah, mugi kumanan dina niki periksane pun panik mik, pun panik katah sholawat mawon.",anxious,0.89
1247,gua klo udh pd ngomongin skripsyid takut bgt dh sumpah,anxious,0.82
1248,jadi takut pacaran,anxious,0.75
1249,panik banget tadi ditanya tanyain guru bk,anxious,0.88
1250,tiap kali intuisiku benar itu antara bikin lega atau ngeri sih,anxious,0.73
1251,seronok plus takut ada jugak. nk tengok sejauh mana kebolehan diri. bismillah..,anxious,0.74
1252,"ngezoom banget gambarnya, kaget",anxious,0.76
1253,dirumahku yg kena umicron udah 40an takut..,anxious,0.81
1254,tapi gue takut awkard,anxious,0.81
1255,kaget ke logout sendiri,anxious,0.77
1256,hahaa sama. gue di unfoll 10 org hari ini . kaget banget,anxious,0.71
1257,"kyu, kata gue ajakin yg lain juga deh, kalo pada gamau teror aja pake chucky",anxious,0.78
1258,"tbl tbl takut banget loh yang sering tiktokan pasti pernah dengar frasa yang diciptakan ini. sejak viral, tbl digunakan oleh perusahaan besar untuk promosi. penciptanya pun kecewa karena tidak minta izin emangnya frasa bisa dilindungi? [a thread]",anxious,0.8
1259,takut tuhan kalo gue,anxious,0.79
1260,eh anjir woozi takut bgt gue takutt,anxious,0.7
1261,takut banget ditolak ama doi,anxious,0.84
1262,"takut banget dimana mana iklan cincin lamaran, cetak undangan, wo lewat mulu.",anxious,0.82
1263,"gue dulu takut trus kata temen gue tinggal plek ntar dia cuman nempel ke pupil kok. kecuali tangan lo gatel pengen kucek2 mata ya jangaan. nyopotinnya ga perih samsek, kaya lg nyubit gitu caranya",anxious,0.73
1264,kalo udah deket hari ultah bawaannya makin panik makin ovt,anxious,0.89
1265,ohh gitu.. kaget bentukannya kayak preinst,anxious,0.77
1266,kaget kirain kelirik taunya bukan as lihat akunnya,anxious,0.89
1267,takut &gt; ngantuk ?,anxious,0.82
1268,mau check out takut tidak kretek tulang punggung. dilema jadi muda mudi jompo wkwk,anxious,0.83
1269,aku takut,anxious,0.77
1270,jd malu trims,anxious,0.81
1271,"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget.",anxious,0.9
1272,"jeje galak banget, gua takut",anxious,0.89
1273,masih kaget.. dijilat??,anxious,0.86
1274,takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi,anxious,0.87
1275,"cayy jangan lupaa makan siang yaa, jangan malu-malu untuk jbjb!",anxious,0.75
1276,kaget liatnya,anxious,0.78
1277,"kemarin ngeluh, kalau masih ada alm. bapak, pasti doi yg antar jemput kerja. eh td malam langsung mimpi diantar sama doi pergi kerja. ini bapak ku masih ada atau tidak sih? agak takut",anxious,0.74
1278,bismillah desiliun tp takut berat nanti hisabnya hh,anxious,0.81
1279,kaget anjir mini,anxious,0.72
1280,kating takut adek tingkat aku doang keknya. ini matkul wajib padahal bukan mkp :),anxious,0.85
1281,jarang bocor benda tajam takut nak dekat,anxious,0.74
1282,aduh gua kalo ujan gini panik takut bocor lg,anxious,0.72
1283,"tau kan rasanya, mau lanjut gabisa melek takut nabrak",anxious,0.82
1284,anjrit kaget ada renjun,anxious,0.78
1285,"alhamdulillah aku di jauhkan dari cowok itu, tapi rasa takut dan traumanya masih membekas sampai sekarang sulit di hilangkan.. ketambahan lagi, dulu waktu kelas 3, temen cowok2 pada suka kan gangguin cewek2, nah si cowok2 itu pada megang dada si cewek kalo nggagguin.",anxious,0.88
1286,"selalu merasa gaenakan padahal sebenarnya udh gakuat.. merasa takut kalau orang lain tu engga puas dengan hasil kerja kita,, kenapa sii mikirin perasaan orang mulu heh",anxious,0.73
1287,"pengen cuddle, tapi malu aku karna takut klo tidur ngorok",anxious,0.75
1288,sumpah takut banget,anxious,0.89
1289,"takut, ku demam sm batuk",anxious,0.73
1290,kaget liat reply.. fans sultan smua keknya,anxious,0.87
1291,moots gue pada ghaib yah takut deh,anxious,0.8
1292,beuhh kaget,anxious,0.77
1293,: harap-harap cemas..,anxious,0.7
1294,terkadang kita selalu memaafkan seseorang hanya karena takut kehilangan.,anxious,0.76
1295,"jumlahnya yg takut banyak bener, udah kayak nanganin teror aja.",anxious,0.87
1296,"bajunya yang ini, ditengah lagu minjem gitar dari gitarisnya terus dia yang main.. takut banget",anxious,0.84
1297,malu akuu. ga lagi deh komen2 di postingan yg war,anxious,0.75
1298,ngeri lah kalau begitu caranya,anxious,0.89
1299,agak takut tapi gapapa.,anxious,0.8
1300,kak wkwkkw aku juga bingung takut akun sopi di report atau gmn2 huhu,anxious,0.86
1301,"aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri, pikiran jadi ga tenang :')",anxious,0.82
1302,"ngeri x pon, aji mumpung.",anxious,0.77
1303,"umm, aku gapapa. aku takut oversharing .. tapi makasih udah nawarin",anxious,0.81
1304,"contact kita bisa dinamain siapa aja, ngeri juga",anxious,0.86
1305,ah takut,anxious,0.76
1306,"gue lagi nangisin cowo fiksi, tiba-tiba abang gue dateng ""dah sholat belum lu?"" gue antara takut di marahin karna belum sholat dan malu karna nangis buat mata gue sembab",anxious,0.8
1307,khawatir,anxious,0.71
1308,"anjir anjir anjir sumpah ma, pak, hamba takut banget kalo disuruh nungguin adek sendirian. takut dia bangun terus cekek hamba",anxious,0.83
1309,takut:(,anxious,0.8
1310,hah kenapa suer kok pada kaget gtu,anxious,0.8
1311,"anjay ini 2p kegedean ternyata gampang lepas pula, takut kececer jadinya",anxious,0.9
1312,"malu bgt sendirian, kesannya kek semua orang ngeliatin sambil kasihan gitu aku kesini sendiri. plis lah rangorang kalian selain jaga jarak juga jaga pandangan dan omongan ya, pdku semakin drop",anxious,0.77
1313,"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja.",anxious,0.71
1314,malu nya masih terasa,anxious,0.84
1315,ngeri bgt udah jelas2 positive masih nongkrong bukannya isoman,anxious,0.83
1316,kaget.. masuk topik,anxious,0.82
1317,aku takut nak baca thread ni. aku yg belum pregnant pun dah takut,anxious,0.73
